100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,7,8,8,8,8,8,9,9,9,10,10,10,12,12,13,14,15,15,15,17,18,19,19,21,27,28,30,34,36,38,47,54,63,75,91,113,142,185,295,590,1180,2360,4720,9440,18880
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,5,5,6,7,7,7,8,8,9,11,12,14,14,15,16,19,25,29,32,40,51,67,104,208,416,832,1664,3328,6656
100,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,6,6,6,6,6,8,9,9,9,9,9,9,9,9,9,10,11,12,13,15,17,17,18,19,19,19,22,23,27,31,35,37,42,46,53,62,76,88,106,133,182,285,570,1140,2280,4560,9120,18240
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,8,8,8,8,9,11,11,11,12,13,14,15,17,19,20,23,23,23,28,30,31,36,40,44,48,56,68,76,96,123,160,249,498,996,1992,3984,7968,15936
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,5,6,6,6,7,7,7,7,7,7,8,8,8,9,10,10,10,11,15,16,20,21,24,25,27,33,36,44,53,68,94,145,290,580,1160,2320,4640,9280
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,9,9,10,10,10,11,11,13,14,16,17,19,21,23,28,35,38,39,47,51,68,84,113,183,366,732,1464,2928,5856,11712
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,7,7,7,9,9,10,11,12,12,12,15,16,18,20,23,24,30,33,43,51,57,69,100,157,314,628,1256,2512,5024,10048
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,7,7,7,8,9,9,10,11,11,11,11,13,16,17,19,22,24,26,27,27,35,37,44,49,63,73,93,109,149,237,474,948,1896,3792,7584,15168
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,8,8,8,8,9,9,11,11,13,13,14,15,16,18,22,26,28,29,34,37,45,57,64,78,102,133,210,420,840,1680,3360,6720,13440
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,7,8,8,8,8,9,9,10,11,11,12,14,14,14,14,16,19,20,20,26,27,31,31,34,45,54,56,59,74,101,130,168,261,522,1044,2088,4176,8352,16704
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,7,7,7,8,9,10,11,11,11,13,13,14,15,15,15,17,18,21,25,28,30,34,37,47,52,61,73,86,109,150,235,470,940,1880,3760,7520,15040
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,7,7,8,11,11,12,13,14,17,17,19,20,23,25,27,29,38,48,56,68,92,148,296,592,1184,2368,4736,9472
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,6,7,7,8,8,8,8,9,11,11,12,13,14,14,15,19,20,23,24,27,30,34,38,48,53,67,84,113,178,356,712,1424,2848,5696,11392
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,6,7,7,7,7,7,8,9,9,9,9,13,13,14,15,16,17,23,24,25,29,35,38,45,56,66,87,116,178,356,712,1424,2848,5696,11392
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,6,6,6,8,8,8,10,10,11,11,12,13,14,18,20,22,25,28,33,41,52,61,88,133,266,532,1064,2128,4256,8512
