100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,7,7,7,7,7,7,7,9,9,9,11,11,12,12,12,14,15,17,19,20,23,25,27,31,35,40,44,49,57,65,84,98,130,193,297,532,1027,2023,4003,7977,16079
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,6,7,7,7,8,10,11,11,12,12,12,14,14,16,17,18,18,19,20,23,26,28,31,37,40,48,56,67,85,114,158,259,478,901,1780,3481,6917,13758
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,7,7,7,7,7,8,9,11,11,12,13,14,15,19,20,22,26,30,33,36,38,41,62,92,157,291,569,1176,2327,4716,9392
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,6,6,7,7,7,7,7,7,7,9,9,10,11,11,11,12,14,15,16,16,16,17,20,21,21,25,29,34,39,43,51,56,62,73,85,105,144,204,334,629,1183,2329,4606,9196,18314
100,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,9,10,11,12,13,14,15,16,17,19,21,23,25,28,35,38,41,46,52,61,66,81,99,137,191,313,588,1142,2215,4409,8783,17535
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,5,6,6,6,7,8,8,9,9,9,11,11,12,12,13,13,15,17,18,21,22,25,28,32,38,40,50,67,88,126,205,377,725,1406,2779,5461,10822
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,7,7,9,9,10,10,12,12,13,14,16,16,16,19,20,22,25,28,30,35,44,53,64,81,120,204,379,734,1415,2840,5651,11220
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7,8,8,9,9,10,11,11,11,12,13,14,14,17,17,19,21,24,28,29,33,36,41,46,53,67,81,93,119,170,287,536,1006,1977,3908,7752,15438
100,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,6,6,6,6,6,6,6,6,6,7,7,7,9,10,10,10,11,11,11,13,15,16,18,20,21,23,25,26,28,33,35,39,45,52,57,63,74,91,114,153,214,352,651,1254,2454,4878,9710,19307
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,7,7,9,10,10,10,10,10,10,10,12,13,14,16,20,21,22,22,24,25,30,36,40,49,62,74,95,144,232,410,810,1603,3209,6431,12864
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,7,7,7,7,8,8,8,8,8,8,8,9,9,9,12,12,13,15,15,16,18,19,22,25,25,31,34,37,42,49,58,74,94,139,234,428,830,1631,3210,6352,12656
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,9,10,11,11,13,13,13,15,16,18,23,25,29,35,37,43,51,64,84,127,208,367,710,1374,2699,5338,10681
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,8,8,9,9,9,9,9,11,12,12,14,15,16,18,18,24,27,29,33,33,38,39,45,51,64,79,97,139,232,416,810,1580,3185,6395,12720
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,5,5,6,6,6,7,8,8,11,12,12,12,14,15,17,22,25,27,34,37,48,72,117,222,416,839,1678,3339,6657
100,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,8,8,9,9,9,9,10,10,10,10,10,10,13,14,14,15,15,17,19,21,21,25,25,28,31,35,41,44,47,49,56,65,76,94,116,150,218,359,649,1244,2409,4736,9421,18913
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,6,6,8,9,9,10,10,10,12,13,15,16,17,19,21,23,26,29,35,41,46,56,67,88,123,202,358,708,1384,2748,5458,10926
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,7,7,7,8,8,10,11,11,11,13,14,15,16,17,20,20,22,23,25,30,36,42,46,52,58,73,96,139,221,419,810,1581,3138,6268,12565
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,7,7,7,9,9,9,9,9,10,13,13,13,14,17,19,20,21,22,25,28,31,33,35,38,46,51,57,69,79,98,134,186,321,615,1186,2295,4461,8877,17756
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,6,6,6,8,8,8,10,10,13,13,14,15,18,19,20,22,29,30,37,44,52,71,99,169,307,593,1180,2294,4558,9146
